
    ORGAN DOSE CONVERSION FACTORS FOR AN ADULT HERMAPHRODITE
    CALCULATED FOR A VARIETY OF CT SCANNERS AND CONDITIONS.
    VALUES ARE GIVEN FOR 208 5 MM SLICES SPANNING THE BODY
    FROM 100 MM BELOW THE BOTTOM OF THE TRUNK TO THE TOP OF THE HEAD.

                     ORGANS OR REGIONS
 1 ADRENALS              10 HEART                  19 THYMUS                   
 2 BRAIN                 11 KIDNEYS                20 THYROID                  
 3 BREASTS               12 LIVER                  21 URINARY BLADDER          
 4 EYE LENSES            13 LUNGS                  22 UTERUS                   
 5 GALL BLADDER          14 OVARIES                23 HEAD REGION              
 6 STOMACH               15 PANCREAS               24 TRUNK REGION             
 7 SMALL INTESTINE       16 SKIN                   25 LEG REGION               
 8 UPPER LARGE INTESTINE 17 SPLEEN                 26 SKELETON                 
 9 LOWER LARGE INTESTINE 18 TESTICLES              27 RED MARROW               

 17 PHILIPS TOMOSCAN TX: SHAPED FILTER (ALUMINIUM)
    FOCUS TO AXIS DISTANCE IS 606 MM
    FAN ANGLE COVERS FULL WIDTH OF TRUNK
    X-RAY SPECTRUM HAS MAXIMUM ENERGY OF 120 KEV
    INITIAL FILTRATION IS 1.4 MM OF ALUMINIUM AND 0.1 MM OF COPPER

    CONVERSION FACTORS AND STATISTICAL UNCERTAINTIES(%) FOR ORGANS IN EACH SLICE
  1  16
 3 1.046E-07 9.461E+01  6 3.349E-07 1.000E+02  7 4.017E-05 1.461E+01  8 3.778E-05 2.021E+01  9 4.662E-04 8.755E+00
11 1.100E-07 1.000E+02 12 4.321E-07 6.167E+01 14 2.033E-04 5.307E+01 16 2.111E-03 1.148E+00 18 2.953E-03 7.863E+00
21 4.203E-04 1.426E+01 22 7.800E-05 3.166E+01 24 1.193E-04 1.914E+00 25 7.046E-03 3.394E-01 26 3.982E-03 7.635E-01
27 3.853E-04 1.497E+00
  2  18
 5 7.665E-05 6.903E+01  6 4.178E-07 1.000E+02  7 4.384E-05 1.267E+01  8 2.855E-05 2.715E+01  9 5.469E-04 8.216E+00
11 2.100E-06 4.751E+01 12 9.800E-07 4.764E+01 14 1.536E-04 6.121E+01 15 1.446E-05 8.555E+01 16 2.131E-03 1.071E+00
17 6.336E-06 1.000E+02 18 2.989E-03 7.630E+00 21 4.323E-04 1.592E+01 22 1.781E-04 3.512E+01 24 1.308E-04 1.949E+00
25 7.093E-03 3.717E-01 26 4.040E-03 5.917E-01 27 4.029E-04 1.041E+00
  3  18
 3 2.878E-06 7.357E+01  6 1.129E-06 9.313E+01  7 3.728E-05 2.068E+01  8 2.372E-05 3.212E+01  9 6.723E-04 9.784E+00
11 1.530E-06 8.403E+01 12 2.420E-06 5.180E+01 14 1.393E-04 3.582E+01 15 5.994E-06 1.000E+02 16 2.099E-03 1.179E+00
17 1.271E-08 1.000E+02 18 3.187E-03 8.376E+00 21 5.961E-04 9.971E+00 22 1.920E-04 2.094E+01 24 1.458E-04 1.706E+00
25 7.028E-03 3.247E-01 26 3.967E-03 7.076E-01 27 4.182E-04 1.141E+00
  4  19
 3 1.080E-06 1.000E+02  6 1.031E-06 9.523E+01  7 3.639E-05 1.792E+01  8 3.036E-05 2.885E+01  9 7.756E-04 6.360E+00
11 1.428E-06 7.306E+01 12 2.968E-06 5.644E+01 13 6.057E-07 1.000E+02 14 9.370E-05 6.860E+01 15 3.566E-07 1.000E+02
16 2.130E-03 9.387E-01 17 1.389E-07 1.000E+02 18 3.381E-03 7.834E+00 21 5.334E-04 1.517E+01 22 1.938E-04 2.442E+01
24 1.646E-04 1.627E+00 25 7.058E-03 3.090E-01 26 3.977E-03 6.396E-01 27 4.389E-04 1.217E+00
  5  19
 3 1.126E-05 5.744E+01  6 1.300E-07 6.749E+01  7 5.461E-05 1.618E+01  8 2.834E-05 3.359E+01  9 8.861E-04 6.999E+00
11 1.455E-06 8.993E+01 12 1.783E-06 6.875E+01 13 2.884E-07 6.184E+01 14 3.980E-05 6.615E+01 15 3.403E-06 7.104E+01
16 2.108E-03 7.871E-01 17 5.495E-06 5.813E+01 18 4.034E-03 7.367E+00 21 6.342E-04 2.085E+01 22 2.658E-04 2.110E+01
24 1.856E-04 1.639E+00 25 7.047E-03 3.105E-01 26 4.014E-03 6.459E-01 27 4.631E-04 9.451E-01
  6  20
 3 3.133E-06 5.772E+01  6 1.130E-06 1.000E+02  7 6.626E-05 1.208E+01  8 3.773E-05 2.117E+01  9 8.409E-04 6.391E+00
10 9.064E-07 1.000E+02 11 3.165E-06 5.526E+01 12 2.644E-06 3.747E+01 13 1.823E-08 7.941E+01 14 3.956E-05 6.963E+01
15 4.275E-08 1.000E+02 16 2.103E-03 9.618E-01 17 1.078E-07 1.000E+02 18 4.506E-03 4.803E+00 21 6.624E-04 1.308E+01
22 2.339E-04 1.670E+01 24 2.013E-04 1.968E+00 25 7.002E-03 3.339E-01 26 3.920E-03 7.738E-01 27 4.649E-04 1.079E+00
  7  20
 3 7.468E-07 5.812E+01  6 6.597E-06 4.627E+01  7 6.025E-05 1.414E+01  8 5.258E-05 2.184E+01  9 9.344E-04 5.039E+00
10 3.205E-08 1.000E+02 11 6.504E-06 9.862E+01 12 3.153E-06 4.648E+01 13 7.046E-07 8.106E+01 14 1.851E-04 5.267E+01
15 3.159E-06 1.000E+02 16 2.108E-03 1.457E+00 17 2.371E-06 8.279E+01 18 4.409E-03 6.020E+00 21 9.700E-04 1.136E+01
22 3.018E-04 1.486E+01 24 2.350E-04 1.464E+00 25 7.007E-03 3.973E-01 26 3.911E-03 6.935E-01 27 4.809E-04 1.081E+00
  8  20
